track_key,tempo_period,color_index,theme_index,tempo_source,energy,updated_at
naeleck - threnody (bombs away remix),0.42857142857142855,5,2,ai_prepop,dark,2026-08-16 05:19:38
"naeleck, sarah rebecca - all my heroes - radio edit",0.42857142857142855,5,6,ai_prepop,dark,2026-08-16 05:19:38
"nas, ginuwine - you owe me (feat. ginuwine)",0.6521739130434783,5,12,ai_prepop,slow,2026-08-16 05:19:38
"nas, ms. lauryn hill - if i ruled the world (imagine that) (feat. lauryn hill)",0.6741573033707865,4,4,ai_prepop,fast,2026-08-16 05:19:38
natalie imbruglia - torn,0.6,0,12,ai_prepop,slow,2026-08-16 05:19:38
neil diamond - sweet caroline,0.5,-1,-1,online,,2026-08-16 05:19:38
neil young - heart of gold,0.7894736842105263,7,12,operator,slow,2026-08-16 05:19:38
neil young - heart of gold - 2009 remaster,2.0,4,2,operator,,2026-08-16 05:19:38
nelly furtado - maneater,0.6,7,8,operator,dark,2026-08-16 05:19:38
"nelly furtado, timbaland - promiscuous",0.6,7,11,ai_prepop,fast,2026-08-16 05:19:38
new order - blue monday,0.46153846153846156,0,10,operator,dark,2026-08-16 05:19:38
nirvana - smells like teen spirit,0.5128205128205128,9,6,ai_prepop,dark,2026-08-16 05:19:38
one direction - what makes you beautiful,0.6521739130434783,4,9,online,fast,2026-08-16 05:19:38
outkast - hey ya!,0.375,3,1,ai_prepop,fast,2026-08-16 05:19:38
outkast - ms. jackson,0.631578947368421,7,8,ai_prepop,fast,2026-08-16 05:19:38
ozzy osbourne - crazy train,0.8963531653086344,4,4,operator,,2026-08-16 05:19:38
p!nk - so what,0.45919187863667804,5,11,operator,,2026-08-16 05:19:38
"p!nk, nate ruess - just give me a reason (feat. nate ruess)",2.0,6,0,operator,,2026-08-16 05:19:38
patty smyth - the warrior,0.8705387115478516,4,11,operator,,2026-08-16 05:19:38
"paul mccartney, wings - band on the run - 2010 remaster",0.5454545454545454,4,9,ai_prepop,fast,2026-08-16 05:19:38
paul simon - you can call me al,0.4838709677419355,4,8,ai_prepop,fast,2026-08-16 05:19:38
pearl jam - daughter,0.8333333333333334,-1,-1,online,dark,2026-08-16 05:19:38
pearl jam - daughter - remastered,0.6666666666666666,5,5,ai_prepop,dark,2026-08-16 05:19:38
pearl jam - even flow,0.5,5,5,ai_prepop,dark,2026-08-16 05:19:38
pearl jam - last kiss,2.0,6,11,operator,,2026-08-16 05:19:38
pet shop boys - west end girls,0.5357142857142857,4,2,ai_prepop,dark,2026-08-16 05:19:38
"philip bailey, phil collins - easy lover",0.5,2,10,operator,,2026-08-16 05:19:38
pink floyd - learning to fly,0.5172413793103449,9,12,ai_prepop,dark,2026-08-16 05:19:38
pink floyd - time,2.0,9,6,operator,,2026-08-16 05:19:38
"pitbull, afrojack, ne-yo, nayer - give me everything (feat. nayer)",0.46153846153846156,3,11,ai_prepop,fast,2026-08-16 05:19:38
"pitbull, kesha - timber",0.46153846153846156,7,9,ai_prepop,fast,2026-08-16 05:19:38
"pras, ol' dirty bastard, mýa - ghetto supastar (that is what you are) (feat. ol' dirty bastard & mýa)",0.5892392794291178,6,6,operator,,2026-08-16 05:19:38
prince - raspberry beret,0.5,7,8,ai_prepop,fast,2026-08-16 05:19:38
prince - the most beautiful girl in the world,2.0,6,7,operator,,2026-08-16 05:19:38
queen - a kind of magic - remastered 2011,2.0,0,9,operator,,2026-08-16 05:19:38
queen - another one bites the dust - remastered 2011,0.5454545454545454,5,5,ai_prepop,dark,2026-08-16 05:19:38
queen - crazy little thing called love,0.46153846153846156,-1,-1,online,fast,2026-08-16 05:19:38
queen - crazy little thing called love - remastered 2011,0.4,4,4,ai_prepop,fast,2026-08-16 05:19:38
queen - i want to break free - remastered 2011,0.5,7,8,ai_prepop,fast,2026-08-16 05:19:38
queen - radio ga ga - remastered 2011,0.5357142857142857,7,1,ai_prepop,fast,2026-08-16 05:19:38
"queen, david bowie - under pressure - remastered 2011",0.5263157894736842,9,2,ai_prepop,dark,2026-08-16 05:19:38
quiet riot - cum on feel the noize,0.45454545454545453,4,1,ai_prepop,fast,2026-08-16 05:19:38
r. kelly - ignition - remix,0.625,4,9,ai_prepop,fast,2026-08-16 05:19:38
r.e.m. - losing my religion,0.6122448979591837,-1,-1,online,,2026-08-16 05:19:38
radiohead - creep,0.6521739130434783,4,12,ai_prepop,dark,2026-08-16 05:19:38
ramones - blitzkrieg bop,0.674179474512736,5,10,operator,fast,2026-08-16 05:19:38
ray charles - i've got a woman,0.46153846153846156,4,11,ai_prepop,fast,2026-08-16 05:19:38
red hot chili peppers - californication,0.625,6,10,ai_prepop,slow,2026-08-16 05:19:38
red hot chili peppers - scar tissue,0.6593406593406593,5,10,ai_prepop,slow,2026-08-16 05:19:38
red hot chili peppers - under the bridge,0.7058823529411765,9,7,ai_prepop,slow,2026-08-16 05:19:38
reo speedwagon - can't fight this feeling,2.0,7,11,operator,,2026-08-16 05:19:38
reo speedwagon - keep on loving you,0.5454545454545454,9,10,ai_prepop,slow,2026-08-16 05:19:38
rick astley - never gonna give you up,0.5309734513274337,3,9,ai_prepop,fast,2026-08-16 05:19:38
rick springfield - jessie's girl,0.47244094488188976,4,11,ai_prepop,fast,2026-08-16 05:19:38
ricky martin - livin' la vida loca,0.5769230769230769,4,9,ai_prepop,fast,2026-08-16 05:19:38
rihanna - don't stop the music,0.4878048780487805,3,9,ai_prepop,fast,2026-08-16 05:19:38
rihanna - pon de replay,0.6521739130434783,3,11,online,fast,2026-08-16 05:19:38
"rihanna, jay-z - umbrella",1.3809657096862793,2,10,operator,,2026-08-16 05:19:38
rise (local heroes remix),0.42571202913920086,0,9,operator,,2026-08-16 05:19:38
rod stewart - do ya think i'm sexy,0.5128205128205128,-1,-1,online,,2026-08-16 05:19:38
"roxette - it must have been love - from the film ""pretty woman""",1.2663834889729817,0,8,operator,,2026-08-16 05:19:38
roy orbison - you got it,0.5454545454545454,9,12,ai_prepop,slow,2026-08-16 05:19:38
run–d.m.c. - it's tricky,0.5357142857142857,7,4,ai_prepop,fast,2026-08-16 05:19:38
"run–d.m.c., aerosmith - walk this way (feat. aerosmith)",0.5660377358490566,3,8,ai_prepop,fast,2026-08-16 05:19:38
sade - kiss of life,1.1026561260223389,6,1,operator,,2026-08-16 05:19:38
sade - paradise,0.5769230769230769,6,10,ai_prepop,slow,2026-08-16 05:19:38
sade - smooth operator - single version,2.0,6,11,operator,,2026-08-16 05:19:38
sam cooke - chain gang,0.5357142857142857,9,12,ai_prepop,dark,2026-08-16 05:19:38
"santana, rob thomas - smooth (feat. rob thomas)",2.0,7,11,operator,,2026-08-16 05:19:38
"santana, the product g&b - maria maria (feat. the product g&b)",2.0,6,5,operator,,2026-08-16 05:19:38
sarah mclachlan - building a mystery,0.6521739130434783,4,2,ai_prepop,dark,2026-08-16 05:19:38
savage garden - truly madly deeply,0.8823529411764706,9,7,ai_prepop,slow,2026-08-16 05:19:38
seals and crofts - summer breeze,0.6521739130434783,8,6,ai_prepop,slow,2026-08-16 05:19:38
sean kingston - beautiful girls,0.7894736842105263,8,6,ai_prepop,slow,2026-08-16 05:19:38
sean paul - temperature,1.502964973449707,2,0,operator,,2026-08-16 05:19:38
"shaggy, rik rok - it wasn't me",0.6521739130434783,-1,-1,online,,2026-08-16 05:19:38
"shakira, wyclef jean - hips don't lie (feat. wyclef jean)",0.6,3,11,ai_prepop,fast,2026-08-16 05:19:38
shawn colvin - sunny came home,0.4166666666666667,9,6,ai_prepop,dark,2026-08-16 05:19:38
"sickick, vikkstar, aloe blacc - lonely together",0.5,7,11,ai_prepop,fast,2026-08-16 05:19:38
silverchair - pure massacre,0.42857142857142855,9,12,ai_prepop,dark,2026-08-16 05:19:38
silverchair - suicidal dream,0.46153846153846156,5,6,ai_prepop,dark,2026-08-16 05:19:38
silverchair - tomorrow,0.7894736842105263,-1,-1,online,dark,2026-08-16 05:19:38
"simon & garfunkel - mrs. robinson - from ""the graduate"" soundtrack",0.631578947368421,4,1,ai_prepop,fast,2026-08-16 05:19:38
siouxsie and the banshees - siouxsie and the banshees - cities in dust,0.5,-1,-1,online,dark,2026-08-16 05:19:38
siouxsie and the banshees - siouxsie and the banshees - spellbound (official music video),0.5,-1,-1,online,dark,2026-08-16 05:19:38
sixpence none the richer - kiss me,0.410958904109589,3,9,ai_prepop,fast,2026-08-16 05:19:38
smash mouth - all star,0.5769230769230769,4,9,ai_prepop,fast,2026-08-16 05:19:38
"snoop dogg, pharrell williams - drop it like it's hot",0.5948415597279867,4,2,operator,,2026-08-16 05:19:38
sonny & cher - i got you babe,0.45454545454545453,4,1,ai_prepop,fast,2026-08-16 05:19:38
soul asylum - runaway train (2022 remaster),0.6666666666666666,9,6,ai_prepop,dark,2026-08-16 05:19:38
soulja boy - crank that (soulja boy),0.42857142857142855,4,9,ai_prepop,fast,2026-08-16 05:19:38
spandau ballet - true,0.8333333333333334,8,6,ai_prepop,slow,2026-08-16 05:19:38
spice girls - wannabe,0.5380978584289551,6,2,operator,,2026-08-16 05:19:38
spin doctors - little miss can't be wrong,0.5769230769230769,7,1,ai_prepop,fast,2026-08-16 05:19:38
spin doctors - two princes,0.6451612903225806,3,9,ai_prepop,fast,2026-08-16 05:19:38
stealers wheel - stuck in the middle with you,0.46153846153846156,7,8,ai_prepop,fast,2026-08-16 05:19:38
steely dan - reelin' in the years,0.4838709677419355,7,4,ai_prepop,fast,2026-08-16 05:19:38
steve perry - oh sherrie,0.5263157894736842,7,1,ai_prepop,fast,2026-08-16 05:19:38
styx - come sail away,0.5,3,2,operator,,2026-08-16 05:19:38
sublime - santeria,0.6666666666666666,5,12,ai_prepop,slow,2026-08-16 05:19:38
"survivor - burning heart - from ""rocky iv"" soundtrack",1.1867469946543376,0,1,operator,,2026-08-16 05:19:38
survivor - eye of the tiger,0.5504587155963303,4,1,ai_prepop,fast,2026-08-16 05:19:38
swedish house mafia - save the world,0.46875,7,11,ai_prepop,fast,2026-08-16 05:19:38
"swedish house mafia, john martin - don't you worry child - radio edit",0.46511627906976744,3,4,ai_prepop,fast,2026-08-16 05:19:38
swv - weak,0.8823529411764706,1,6,ai_prepop,slow,2026-08-16 05:19:38
"t-pain, yung joc - buy u a drank (shawty snappin') (feat. yung joc)",0.8108108108108109,4,4,ai_prepop,fast,2026-08-16 05:19:38
taio cruz - dynamite,0.5,3,1,ai_prepop,fast,2026-08-16 05:19:38
take that - back for good - radio mix,2.0,5,0,operator,,2026-08-16 05:19:38
tal bachman - she's so high,0.42857142857142855,4,11,ai_prepop,fast,2026-08-16 05:19:38
tears for fears - everybody wants to rule the world,1.082911729812622,9,8,operator,,2026-08-16 05:19:38
teddy pendergrass - love t.k.o.,0.8823529411764706,6,6,ai_prepop,slow,2026-08-16 05:19:38
teena marie - out on a limb,0.9281970659891764,5,4,operator,,2026-08-16 05:19:38
the alan parsons project - eye in the sky,0.5769230769230769,5,6,ai_prepop,dark,2026-08-16 05:19:38
the alan parsons project - sirius,0.5,9,12,ai_prepop,dark,2026-08-16 05:19:38
the animals - house of the rising sun,0.5,4,2,ai_prepop,dark,2026-08-16 05:19:38
the b-52's - love shack,0.46153846153846156,3,4,ai_prepop,fast,2026-08-16 05:19:38
"the bangles, susanna hoffs - eternal flame",2.0,0,0,operator,,2026-08-16 05:19:38
the beach boys - good vibrations - 2001 - remaster,0.5,3,9,ai_prepop,fast,2026-08-16 05:19:38
the beatles - let it be - remastered 2009,0.8450704225352113,-1,-1,online,,2026-08-16 05:19:38
the chicks - there's your trouble,0.42857142857142855,3,4,ai_prepop,fast,2026-08-16 05:19:38
the chordettes - mr. sandman,0.46153846153846156,4,1,ai_prepop,fast,2026-08-16 05:19:38
the chords - sh-boom,1.1790307362874348,8,4,operator,,2026-08-16 05:19:38
the clash - rock the casbah - remastered,0.45454545454545453,4,8,ai_prepop,fast,2026-08-16 05:19:38
the clash - should i stay or should i go - remastered,0.5309734513274337,3,11,ai_prepop,fast,2026-08-16 05:19:38
the clovers - love potion no. 9 - remastered / single version,0.42857142857142855,7,9,ai_prepop,fast,2026-08-16 05:19:38
the cranberries - zombie,0.7058823529411765,9,5,ai_prepop,dark,2026-08-16 05:19:38
the cure - just like heaven,0.44776119402985076,7,1,ai_prepop,fast,2026-08-16 05:19:38
the doors - light my fire - new stereo mix advanced resolution,0.9458567301432291,4,5,operator,fast,2026-08-16 05:19:38
the drifters - under the boardwalk,2.0,0,1,operator,,2026-08-16 05:19:38
the emotions - best of my love,0.5172413793103449,7,8,ai_prepop,fast,2026-08-16 05:19:38
the foundations - build me up buttercup,0.4411764705882353,4,11,ai_prepop,fast,2026-08-16 05:19:38
"the four seasons - december, 1963 (oh what a night!)",0.5172413793103449,4,11,ai_prepop,fast,2026-08-16 05:19:38
the human league - don't you want me,0.4838709677419355,9,5,ai_prepop,dark,2026-08-16 05:19:38
the jackson 5 - abc,0.5,3,8,ai_prepop,fast,2026-08-16 05:19:38
the killers - mr. brightside,0.40540540540540543,7,1,ai_prepop,fast,2026-08-16 05:19:38
the kinks - you really got me,0.46153846153846156,3,8,ai_prepop,fast,2026-08-16 05:19:38
the lovin' spoonful - do you believe in magic?,0.5,4,8,ai_prepop,fast,2026-08-16 05:19:38
the mamas & the papas - california dreamin' - single version,0.625,9,12,ai_prepop,slow,2026-08-16 05:19:38
the monkees - i'm a believer,0.46153846153846156,4,4,ai_prepop,fast,2026-08-16 05:19:38
the neighbourhood - sweater weather,0.631578947368421,9,2,online,dark,2026-08-16 05:19:38
the outfield - your love,0.5263157894736842,3,11,ai_prepop,fast,2026-08-16 05:19:38
the pointer sisters - i'm so excited,0.5,3,9,ai_prepop,fast,2026-08-16 05:19:38
the rolling stones - (i can't get no) satisfaction,0.4411764705882353,2,11,operator,fast,2026-08-16 05:19:38
the romantics - talking in your sleep (2023 remaster),0.47619047619047616,3,8,ai_prepop,fast,2026-08-16 05:19:38
the ronettes - be my baby,0.5,8,12,ai_prepop,slow,2026-08-16 05:19:38
the shangri-las - leader of the pack,0.8949415683746338,0,7,operator,,2026-08-16 05:19:38
the smiths - there is a light that never goes out - 2011 remaster,0.8356835047403971,7,6,operator,,2026-08-16 05:19:38
the strokes - last nite,0.6521739130434783,4,8,online,dark,2026-08-16 05:19:38
the supremes - you can't hurry love,0.5,7,4,ai_prepop,fast,2026-08-16 05:19:38
the temptations - my girl,0.5769230769230769,7,9,ai_prepop,fast,2026-08-16 05:19:38
the the - this is the day,0.45454545454545453,4,8,ai_prepop,fast,2026-08-16 05:19:38
the tokens - the lion sleeps tonight (re-recorded),0.47494713465372723,6,2,operator,,2026-08-16 05:19:38
the trashmen - surfin' bird - original recording,0.4,3,11,ai_prepop,fast,2026-08-16 05:19:38
the turtles - happy together,0.46497535705566406,1,2,operator,,2026-08-16 05:19:38
the verve - bitter sweet symphony - remastered 2016,1.340765158335368,0,4,operator,,2026-08-16 05:19:38
the white stripes - seven nation army,0.4838709677419355,4,12,ai_prepop,dark,2026-08-16 05:19:38
the who - pinball wizard - original album version,0.36809815950920244,4,9,ai_prepop,fast,2026-08-16 05:19:38
"the yardbirds, eric clapton - for your love",0.6833235422770182,6,6,operator,,2026-08-16 05:19:38
the zombies - time of the season - mono version,1.046050786972046,9,2,operator,,2026-08-16 05:19:38
"timbaland, keri hilson, d.o.e. - the way i are",0.5193993250528971,4,5,operator,,2026-08-16 05:19:38
tlc - creep,0.6521739130434783,4,12,ai_prepop,dark,2026-08-16 05:19:38
tlc - no scrubs,0.6451612903225806,4,4,ai_prepop,fast,2026-08-16 05:19:38
tlc - waterfalls,0.6593406593406593,9,6,ai_prepop,dark,2026-08-16 05:19:38
tom jones - it's not unusual,0.47619047619047616,7,8,ai_prepop,fast,2026-08-16 05:19:38
toni braxton - he wasn't man enough,2.0,4,10,operator,slow,2026-08-16 05:19:38
toni braxton - un-break my heart,1.0121642748514812,4,6,operator,,2026-08-16 05:19:38
toto - africa,0.6451612903225806,7,4,ai_prepop,fast,2026-08-16 05:19:38
toto - rosanna,0.6976744186046512,5,0,ai_prepop,slow,2026-08-16 05:19:38
"train - hey, soul sister",2.0,0,2,operator,,2026-08-16 05:19:38
train - meet virginia,0.5,2,1,operator,,2026-08-16 05:19:38
u2 - beautiful day,0.4411764705882353,4,8,ai_prepop,fast,2026-08-16 05:19:38
u2 - with or without you,0.5215359528859457,9,1,operator,slow,2026-08-16 05:19:38
usher - you make me wanna...,0.6521739130434783,-1,-1,online,,2026-08-16 05:19:38
"usher, alicia keys - my boo",0.6666666666666666,8,7,ai_prepop,slow,2026-08-16 05:19:38
"usher, lil jon, ludacris - yeah! (feat. lil jon & ludacris)",0.5660377358490566,4,9,ai_prepop,fast,2026-08-16 05:19:38
"usher, pitbull - dj got us fallin' in love (feat. pitbull)",0.5129781564076742,0,2,operator,,2026-08-16 05:19:38
van morrison - brown eyed girl,0.5357142857142857,9,5,operator,fast,2026-08-16 05:19:38
vance joy - riptide,0.6521739130434783,9,10,online,fast,2026-08-16 05:19:38
warrant - cherry pie,0.45454545454545453,3,11,ai_prepop,fast,2026-08-16 05:19:38
westlife - if i let you go - radio edit,0.8571428571428571,1,0,ai_prepop,slow,2026-08-16 05:19:38
wham! - club tropicana,0.5,4,1,ai_prepop,fast,2026-08-16 05:19:38
wham! - everything she wants,0.5263157894736842,9,6,ai_prepop,dark,2026-08-16 05:19:38
wham! - wake me up before you go-go,0.4878048780487805,7,9,ai_prepop,fast,2026-08-16 05:19:38
whitney houston - how will i know,0.5263157894736842,-1,-1,online,,2026-08-16 05:19:38
whitney houston - i have nothing,0.8823529411764706,5,12,online,slow,2026-08-16 05:19:38
whitney houston - i wanna dance with somebody (who loves me),0.5042016806722689,3,4,ai_prepop,fast,2026-08-16 05:19:38
whitney houston - i will always love you,0.8823529411764706,0,7,ai_prepop,slow,2026-08-16 05:19:38
whitney houston - it's not right but it's okay,0.5,3,12,operator,,2026-08-16 05:19:38
whitney houston - my love is your love,0.6451612903225806,3,4,ai_prepop,fast,2026-08-16 05:19:38
whitney houston - saving all my love for you,0.8823529411764706,1,10,ai_prepop,slow,2026-08-16 05:19:38
will smith - gettin' jiggy wit it,0.6,7,8,ai_prepop,fast,2026-08-16 05:19:38
"will smith - men in black - from ""men in black"" soundtrack",0.6521739130434783,4,8,ai_prepop,fast,2026-08-16 05:19:38
will smith - miami,0.5307953357696533,2,3,operator,,2026-08-16 05:19:38
"will.i.am, britney spears - scream & shout",0.46153846153846156,4,1,ai_prepop,fast,2026-08-16 05:19:38
wiz khalifa - black and yellow,0.8108108108108109,7,9,ai_prepop,fast,2026-08-16 05:19:38
"wyclef jean, new york philharmonic - gone till november (feat. the new york philharmonic orchestra)",2.0,8,9,operator,,2026-08-16 05:19:38
